Template ID,DICOM TID Name,Row No,NL,REL with Parent,VT,Concept Name,VM,Req Type (DICOM),Req Type (IHE),Condition (DICOM),Condition (IHE),ValueSet (DICOM),ValueSet (IHE),in_dicom,in_ihe_mado,difference_type,DICOM Section URL,MADO Page URL,DICOM Difference Note,EU-MADO Profile,EU-MADO Field,Consumer Obligation,Producer Obligation,DICOM-KOS Match,Comment
1602-s,Image Library Entry Descriptors (series),8,,HAS ACQ CONTEXT,DATE,"EV (126201, DCM, ""Acquisition Date"")",1,U,RC+,,This is a fine- grained series level anatomical region,,This is a fine- grained series level anatomical region,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-s,Image Library Entry Descriptors (series),9,,HAS ACQ CONTEXT,TIME,"EV (126202, DCM, ""Acquisition Time"")",1,U,R+,,"UNITS = EV ({instances}, UCUM, ""instances"") This value shall reflect the number of instances in the series of the study as referenced in the Current Requested Procedure Evidence Sequence (0040,A375).",,"UNITS = EV ({instances}, UCUM, ""instances"") This value shall reflect the number of instances in the series of the study as referenced in the Current Requested Procedure Evidence Sequence (0040,A375).",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-s,Image Library Entry Descriptors (series),10,,HAS ACQ CONTEXT,UIDREF,"EV (112227, DCM, ""Frame of Reference UID"")",1,U,RC+,,Required when the SOP Class is multiframe,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,,,,,,
1602-s,Image Library Entry Descriptors (series),11,,HAS ACQ CONTEXT,NUM,"EV (110910, DCM, ""Pixel Data Rows"")",1,U,RC+,,Required when present in the referenced SOP Instance,"UNITS = EV ({pixels}, UCUM, ""pixels"")","The text string shall be consistent with the value of Instance Number (0020,0013) of the referenced instance (See Note).",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,,,,,,
1602-s,Image Library Entry Descriptors (series),12,,HAS ACQ CONTEXT,NUM,"EV (110911, DCM, ""Pixel Data Columns"")",1,U,,,,"UNITS = EV ({pixels}, UCUM, ""pixels"")",,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-s,Image Library Entry Descriptors (series),12a,,HAS ACQ CONTEXT,TEXT,"EV (113609, DCM, ""Instance Number"")",1,U,,,Required when present in the referenced SOP Instance,,"The text string shall be consistent with the value of Instance Number (0020,0013) of the referenced instance (See Note).",Y,Y,,,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,EuMadoImagingStudy,series.instance.number,,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE) -> EV (113609, DCM, ""Instance Number"")",
1602-s,Image Library Entry Descriptors (series),12b,,HAS ACQ CONTEXT,NUM,"EV (121140, DCM, ""Number of Frames"")",1,U,,,Required when the SOP Class is multiframe,"UNITS = EV ({frames}, UCUM, ""frames"")",,Y,Y,,,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,EuMadoImagingStudy,series.instance.extension[number-of-frames],,,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE) -> EV (121140, DCM, ""Number of Frames"")",
1602-s,Image Library Entry Descriptors (series),13,,HAS ACQ CONTEXT,INCLUDE,DTID 1603 “Image Library Entry Descriptors for Projection Radiography”,1,MC,,"IFF Row 1 is present with a value of ""CR"", ""DX"", ""IO"", ""MG, ""PX"", ""RF"", ""RG"" or ""XA""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-s,Image Library Entry Descriptors (series),14,,HAS ACQ CONTEXT,INCLUDE,DTID 1604 “Image Library Entry Descriptors for Cross-Sectional Modalities”,1,MC,,"IFF Row 1 is present with a value of ""CT"", ""MR"" or ""PT""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-s,Image Library Entry Descriptors (series),15,,HAS ACQ CONTEXT,INCLUDE,DTID 1605 “Image Library Entry Descriptors for CT”,1,MC,,"IFF Row 1 is present with a value of ""CT""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-s,Image Library Entry Descriptors (series),16,,HAS ACQ CONTEXT,INCLUDE,DTID 1606 “Image Library Entry Descriptors for MR”,1,MC,,"IFF Row 1 is present with a value of ""MR""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-s,Image Library Entry Descriptors (series),17,,HAS ACQ CONTEXT,INCLUDE,DTID 1607 “Image Library Entry Descriptors for PET”,1,MC,,"IFF Row 1 is present with a value of ""PT""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-s,Image Library Entry Descriptors (series),18,,HAS ACQ CONTEXT,INCLUDE,DTID 1609 “Image Library Entry Descriptors for Key Object Selection”,1,MC,,"IFF Row 1 is present with a value of ""KO""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,SHALL:able-to-populate,,

1602-i,Image Library Entry Descriptors (instance),1,,HAS ACQ CONTEXT,CODE,"EV (121139, DCM, ""Modality"")",1,U,R+,,DCID 33 “Modality”,DCID 33 “Modality”,DCID 33 “Modality”,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=51,,,,,,,
1602-i,Image Library Entry Descriptors (instance),2,,HAS ACQ CONTEXT,CODE,"EV (123014, DCM, ""Target Region"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,DCID 4031 “Common Anatomic Region”,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=51,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),2b,,HAS ACQ CONTEXT,TEXT,"EV (123014, DCM, ""Target Region"")",1,U,RC+,,This is a fine- grained series level anatomical region,,This is a fine- grained series level anatomical region,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,EuMadoImagingStudy,extension[anatomical-region] ; series.bodySite,SHOULD:process,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(123014, DCM, ""Target Region"") ; SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> EV (123014, DCM, ""Target Region"")",
1602-i,Image Library Entry Descriptors (instance),3,,HAS ACQ CONTEXT,CODE,"EV (111027, DCM, ""Image Laterality"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,DCID 244 “Laterality”,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=51,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),4,,HAS ACQ CONTEXT,DATE,"EV (111060, DCM, ""Study Date"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),5,,HAS ACQ CONTEXT,TIME,"EV (111061, DCM, ""Study Time"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,"The text string shall be consistent with the value of Series Number (0020,0011) of the referenced series.",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-i,Image Library Entry Descriptors (instance),5a,,HAS ACQ CONTEXT,UIDREF,"EV (112002, DCM, ""Series Instance UID"")",1,U,R+,,,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-i,Image Library Entry Descriptors (instance),5b,,HAS ACQ CONTEXT,TEXT,"EV (113607, DCM, ""Series Number"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,"The text string shall be consistent with the value of Series Number (0020,0011) of the referenced series.",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-i,Image Library Entry Descriptors (instance),5c,,HAS ACQ CONTEXT,TEXT,"EV (131563, DCM, ""Series Description"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),5d,,HAS ACQ CONTEXT,CODE,"EV (131563, DCM, ""Series Description"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),5e,,HAS ACQ CONTEXT,DATE,"EV (131561, DCM, ""Series Date"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=51,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),5f,,HAS ACQ CONTEXT,TIME,"EV (131562, DCM, ""Series Time"")",1,U,RC+,,Shall be populated if the corresponding attribute is populated in the relevant instance(s).,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=51,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),5g,,HAS ACQ CONTEXT,NUM,"EV (131564, DCM, ""Number of Series Related Instances"")",1,U,R+,,"UNITS = EV ({instances}, UCUM, ""instances"") This value shall reflect the number of instances in the series of the study as referenced in the Current Requested Procedure Evidence Sequence (0040,A375).","UNITS = EV ({instances}, UCUM, ""instances"")","UNITS = EV ({instances}, UCUM, ""instances"") This value shall reflect the number of instances in the series of the study as referenced in the Current Requested Procedure Evidence Sequence (0040,A375).",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),6,,HAS ACQ CONTEXT,DATE,"EV (111018, DCM, ""Content Date"")",1,U,R+,,,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-i,Image Library Entry Descriptors (instance),7,,HAS ACQ CONTEXT,TIME,"EV (111019, DCM, ""Content Time"")",1,U,RC+,,This is a fine- grained series level anatomical region recommended to use DCID 4031 or CID4,,This is a fine- grained series level anatomical region recommended to use DCID 4031 or CID4,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-i,Image Library Entry Descriptors (instance),8,,HAS ACQ CONTEXT,DATE,"EV (126201, DCM, ""Acquisition Date"")",1,U,RC+,,This is a fine- grained series level anatomical region,,This is a fine- grained series level anatomical region,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,,,,,,,
1602-i,Image Library Entry Descriptors (instance),9,,HAS ACQ CONTEXT,TIME,"EV (126202, DCM, ""Acquisition Time"")",1,U,R+,,"UNITS = EV ({instances}, UCUM, ""instances"") This value shall reflect the number of instances in the series of the study as referenced in the Current Requested Procedure Evidence Sequence (0040,A375).",,"UNITS = EV ({instances}, UCUM, ""instances"") This value shall reflect the number of instances in the series of the study as referenced in the Current Requested Procedure Evidence Sequence (0040,A375).",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=52,PDF uses provisional DCM code (CP-2595); MADO spec may use 99IHE MADOTEMP interim code,,,,,,
1602-i,Image Library Entry Descriptors (instance),10,,HAS ACQ CONTEXT,UIDREF,"EV (112227, DCM, ""Frame of Reference UID"")",1,U,RC+,,Required when the SOP Class is multiframe,,,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,,,,,,
1602-i,Image Library Entry Descriptors (instance),11,,HAS ACQ CONTEXT,NUM,"EV (110910, DCM, ""Pixel Data Rows"")",1,U,RC+,,Required when present in the referenced SOP Instance,"UNITS = EV ({pixels}, UCUM, ""pixels"")","The text string shall be consistent with the value of Instance Number (0020,0013) of the referenced instance (See Note).",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,,,,,,
1602-i,Image Library Entry Descriptors (instance),12,,HAS ACQ CONTEXT,NUM,"EV (110911, DCM, ""Pixel Data Columns"")",1,U,,,,"UNITS = EV ({pixels}, UCUM, ""pixels"")",,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-i,Image Library Entry Descriptors (instance),12a,,HAS ACQ CONTEXT,TEXT,"EV (113609, DCM, ""Instance Number"")",1,U,RC+,,Required when present in the referenced SOP Instance,,"The text string shall be consistent with the value of Instance Number (0020,0013) of the referenced instance (See Note).",Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,EuMadoImagingStudy,series.instance.number,,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE) -> EV (113609, DCM, ""Instance Number"")",
1602-i,Image Library Entry Descriptors (instance),12b,,HAS ACQ CONTEXT,NUM,"EV (121140, DCM, ""Number of Frames"")",1,U,RC+,,Required when the SOP Class is multiframe,"UNITS = EV ({frames}, UCUM, ""frames"")",,Y,Y,mado_override,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,EuMadoImagingStudy,series.instance.extension[number-of-frames],,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (IMAGE) -> EV (121140, DCM, ""Number of Frames"")",
1602-i,Image Library Entry Descriptors (instance),13,,HAS ACQ CONTEXT,INCLUDE,DTID 1603 “Image Library Entry Descriptors for Projection Radiography”,1,MC,,"IFF Row 1 is present with a value of ""CR"", ""DX"", ""IO"", ""MG, ""PX"", ""RF"", ""RG"" or ""XA""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-i,Image Library Entry Descriptors (instance),14,,HAS ACQ CONTEXT,INCLUDE,DTID 1604 “Image Library Entry Descriptors for Cross-Sectional Modalities”,1,MC,,"IFF Row 1 is present with a value of ""CT"", ""MR"" or ""PT""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-i,Image Library Entry Descriptors (instance),15,,HAS ACQ CONTEXT,INCLUDE,DTID 1605 “Image Library Entry Descriptors for CT”,1,MC,,"IFF Row 1 is present with a value of ""CT""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-i,Image Library Entry Descriptors (instance),16,,HAS ACQ CONTEXT,INCLUDE,DTID 1606 “Image Library Entry Descriptors for MR”,1,MC,,"IFF Row 1 is present with a value of ""MR""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-i,Image Library Entry Descriptors (instance),17,,HAS ACQ CONTEXT,INCLUDE,DTID 1607 “Image Library Entry Descriptors for PET”,1,MC,,"IFF Row 1 is present with a value of ""PT""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,
1602-i,Image Library Entry Descriptors (instance),18,,HAS ACQ CONTEXT,INCLUDE,DTID 1609 “Image Library Entry Descriptors for Key Object Selection”,1,MC,,"IFF Row 1 is present with a value of ""KO""",,,,Y,,dicom_only,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1602,,,,,,,,

1609,Image Library Entry Descriptors for Key Object Selection,1,,HAS ACQ CONTEXT,CODE,"EV (121144, DCM, ""Document Title"")",1,M,R+,,,,,Y,Y,both,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1609,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,,EuMadoImagingStudy,series.instance.extension[ko-document-title],,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (COMPOSITE) EV (121144, DCM, ""Document Title"")",
1609,Image Library Entry Descriptors for Key Object Selection,2,,HAS ACQ CONTEXT,TEXT,"EV (113012, DCM, ""Key Object Description"")",1,MC,RC+,"Required when present in the referenced KOS Instance",,,,Y,Y,both,https://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_A.html#table_TID_1609,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=54,,EuMadoImagingStudy,series.instance.title,,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (COMPOSITE) EV (113012, DCM, "" Key Object Description "" )",

16XX,Image Library Entry Descriptors for Key Object Selection,1,,HAS ACQ CONTEXT,INCLUDE,DTID 16XX Image Library Entry Descriptors for Key Object Selection,1,RC+,RC+,,Present if this instance is a KOS Object,,,,Y,mado_only,,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,16XX is a MADO wildcard covering TID 1600-1699,,,,,,
16XX,Image Library Entry Descriptors for Key Object Selection,2,,HAS ACQ,CODE,"EV (121144, DCM, ""Document Title"")",1,R+,R+,,,,,,Y,mado_only,,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=53,16XX is a MADO wildcard covering TID 1600-1699,EuMadoImagingStudy,series.instance.extension[ko-document-title],,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (COMPOSITE) EV (121144, DCM, ""Document Title"")",
16XX,Image Library Entry Descriptors for Key Object Selection,3,,HAS ACQ CONTEXT,TEXT,"EV (113012, DCM, “ Key Object Description",1,,RC+,,Required when present in the referenced KOS instance,,,,Y,mado_only,,https://www.ihe.net/uploadedFiles/Documents/Radiology/IHE_RAD_Suppl_MADO.pdf#page=54,16XX is a MADO wildcard covering TID 1600-1699,EuMadoImagingStudy,series.instance.title,,SHALL:able-to-populate,"SR: EV(111028,DCM,""Image Library"") -> EV(126200,DCM,""Image Library Group"") -> Image Library Entry (COMPOSITE) EV (113012, DCM, "" Key Object Description "" )",
